species_code,stratum,hauljoin,vessel,cruise,sex,length,frequency,year
10110,12,1225412,134,200401,2,610,1,2004
10110,12,1225412,134,200401,2,500,1,2004
10110,12,1225412,134,200401,2,510,1,2004
10110,12,1225412,134,200401,2,520,3,2004
10110,12,1225412,134,200401,2,760,1,2004
30060,12,1225412,134,200401,1,330,1,2004
21740,12,1225412,134,200401,1,500,3,2004
21740,12,1225412,134,200401,1,520,1,2004
21740,12,1225412,134,200401,1,540,2,2004
21740,12,1225412,134,200401,1,550,3,2004
21740,12,1225412,134,200401,1,570,2,2004
21740,12,1225412,134,200401,1,580,1,2004
10115,12,1225412,134,200401,2,840,2,2004
21740,12,1225412,134,200401,1,600,2,2004
21740,12,1225412,134,200401,1,610,1,2004
21740,12,1225412,134,200401,2,440,1,2004
21740,12,1225412,134,200401,2,450,1,2004
21740,12,1225412,134,200401,2,460,2,2004
21740,12,1225412,134,200401,2,490,3,2004
10130,12,1225412,134,200401,1,350,3,2004
10130,12,1225412,134,200401,1,360,6,2004
10130,12,1225412,134,200401,1,370,9,2004
21740,12,1225412,134,200401,2,510,4,2004
21740,12,1225412,134,200401,2,520,9,2004
21740,12,1225412,134,200401,2,530,11,2004
10115,12,1225412,134,200401,1,640,3,2004
10115,12,1225412,134,200401,1,650,3,2004
10115,12,1225412,134,200401,1,660,7,2004
21740,12,1225412,134,200401,2,550,9,2004
10110,11,1225410,134,200401,2,310,1,2004
30060,12,1225411,134,200401,2,380,1,2004
30060,12,1225412,134,200401,1,360,2,2004
30060,12,1225412,134,200401,2,330,2,2004
30060,12,1225412,134,200401,2,380,1,2004
30060,12,1225412,134,200401,2,390,1,2004
30060,12,1225412,134,200401,2,400,1,2004
30060,12,1225412,134,200401,2,430,2,2004
10115,12,1225412,134,200401,2,790,1,2004
10115,12,1225412,134,200401,2,860,2,2004
10130,12,1225412,134,200401,1,310,2,2004
10130,12,1225412,134,200401,2,350,3,2004
10112,12,1225412,134,200401,2,490,2,2004
10112,12,1225412,134,200401,2,550,1,2004
10112,12,1225412,134,200401,2,600,1,2004
10112,12,1225412,134,200401,2,610,1,2004
10112,12,1225412,134,200401,2,630,2,2004
10112,12,1225412,134,200401,2,690,1,2004
10112,12,1225412,134,200401,2,700,1,2004
10110,12,1225412,134,200401,1,490,1,2004
10110,12,1225412,134,200401,2,400,2,2004
10110,12,1225412,134,200401,2,450,2,2004
10130,12,1225412,134,200401,2,360,4,2004
10130,12,1225412,134,200401,2,370,6,2004
10130,12,1225412,134,200401,2,390,11,2004
10130,12,1225412,134,200401,2,400,6,2004
10110,12,1225412,134,200401,2,690,2,2004
10110,12,1225412,134,200401,2,460,1,2004
10110,12,1225412,134,200401,2,470,1,2004
10130,12,1225412,134,200401,2,420,4,2004
10130,12,1225412,134,200401,2,430,4,2004
30060,12,1225412,134,200401,1,350,2,2004
10110,12,1225412,134,200401,1,430,3,2004
10110,12,1225412,134,200401,1,440,4,2004
10110,12,1225412,134,200401,1,450,1,2004
10110,12,1225412,134,200401,1,460,3,2004
10110,12,1225412,134,200401,1,470,3,2004
10112,12,1225412,134,200401,1,370,1,2004
10112,12,1225412,134,200401,1,380,1,2004
10112,12,1225412,134,200401,1,400,1,2004
10112,12,1225412,134,200401,1,410,1,2004
10112,12,1225412,134,200401,1,450,3,2004
10112,12,1225412,134,200401,1,460,1,2004
21740,12,1225412,134,200401,1,440,7,2004
21740,12,1225412,134,200401,1,450,4,2004
21740,12,1225412,134,200401,1,460,3,2004
21740,12,1225412,134,200401,1,470,5,2004
21740,12,1225412,134,200401,1,490,3,2004
30060,12,1225412,134,200401,1,340,1,2004
10110,12,1225412,134,200401,2,420,4,2004
10130,12,1225412,134,200401,2,380,1,2004
30060,12,1225412,134,200401,2,360,1,2004
10130,12,1225412,134,200401,2,440,4,2004
10112,12,1225562,134,200401,2,560,1,2004
10115,12,1225562,134,200401,1,700,1,2004
30060,12,1225562,134,200401,2,400,1,2004
10115,12,1225562,134,200401,2,910,1,2004
10130,12,1225562,134,200401,1,370,3,2004
21740,12,1225562,134,200401,1,480,2,2004
10130,12,1225562,134,200401,2,340,1,2004
10110,12,1225562,134,200401,1,390,1,2004
10115,12,1225562,134,200401,2,820,3,2004
10115,12,1225562,134,200401,2,860,1,2004
10130,12,1225562,134,200401,1,420,2,2004
10130,12,1225562,134,200401,2,390,2,2004
10130,12,1225562,134,200401,2,360,2,2004
10130,12,1225562,134,200401,2,370,1,2004
30060,12,1225562,134,200401,1,370,1,2004
10110,12,1225562,134,200401,1,440,1,2004
10110,12,1225562,134,200401,1,460,1,2004
10110,12,1225562,134,200401,2,520,2,2004
10110,12,1225562,134,200401,2,550,2,2004
10110,12,1225562,134,200401,2,600,2,2004
10110,12,1225562,134,200401,2,650,2,2004
10115,12,1225562,134,200401,2,830,1,2004
21740,12,1225562,134,200401,1,630,1,2004
21740,12,1225562,134,200401,2,450,1,2004
21740,12,1225562,134,200401,2,460,1,2004
10110,12,1225562,134,200401,2,610,2,2004
10115,12,1225562,134,200401,1,640,2,2004
10115,12,1225562,134,200401,1,680,4,2004
10115,12,1225562,134,200401,1,720,1,2004
10115,12,1225562,134,200401,1,730,1,2004
10115,12,1225562,134,200401,2,720,1,2004
21740,11,1225545,134,200401,1,520,1,2004
10130,11,1225545,134,200401,2,210,1,2004
10130,11,1225545,134,200401,2,300,9,2004
10130,11,1225545,134,200401,2,340,4,2004
10130,11,1225545,134,200401,2,390,2,2004
10112,11,1225545,134,200401,2,470,1,2004
10130,11,1225545,134,200401,1,270,3,2004
10130,11,1225545,134,200401,2,270,5,2004
10130,11,1225545,134,200401,2,410,1,2004
10110,11,1225545,134,200401,1,360,1,2004
10110,11,1225545,134,200401,1,490,1,2004
10110,11,1225545,134,200401,2,370,2,2004
10110,11,1225545,134,200401,2,380,6,2004
10110,11,1225545,134,200401,2,400,7,2004
10110,11,1225545,134,200401,2,410,2,2004
10110,11,1225545,134,200401,2,420,6,2004
10110,11,1225545,134,200401,2,430,9,2004
10110,11,1225545,134,200401,2,440,6,2004
30060,11,1225545,134,200401,1,340,2,2004
10110,11,1225545,134,200401,2,490,3,2004
30060,11,1225545,134,200401,2,320,1,2004
10130,11,1225545,134,200401,1,250,1,2004
10130,11,1225545,134,200401,1,260,4,2004
10130,11,1225545,134,200401,1,280,6,2004
10130,11,1225545,134,200401,1,290,4,2004
10130,11,1225545,134,200401,1,300,10,2004
10130,11,1225545,134,200401,1,310,4,2004
10130,11,1225545,134,200401,1,330,2,2004
10130,11,1225545,134,200401,1,350,3,2004
10130,11,1225545,134,200401,1,380,3,2004
10130,11,1225545,134,200401,1,390,1,2004
10130,11,1225545,134,200401,2,280,3,2004
10130,11,1225545,134,200401,2,290,7,2004
10130,11,1225545,134,200401,2,310,8,2004
10130,11,1225545,134,200401,2,320,5,2004
10130,11,1225545,134,200401,2,330,3,2004
10130,11,1225545,134,200401,2,370,3,2004
10130,11,1225545,134,200401,2,380,1,2004
10130,11,1225545,134,200401,2,400,1,2004
10130,11,1225545,134,200401,2,420,1,2004
10130,11,1225545,134,200401,1,370,2,2004
21740,11,1225545,134,200401,2,560,2,2004
30060,11,1225545,134,200401,2,360,2,2004
10110,11,1225545,134,200401,1,310,1,2004
10110,11,1225545,134,200401,1,340,1,2004
10110,11,1225545,134,200401,1,370,3,2004
10110,11,1225545,134,200401,1,380,4,2004
10110,11,1225545,134,200401,1,390,7,2004
10110,11,1225545,134,200401,1,410,6,2004
10110,11,1225545,134,200401,1,420,6,2004
10110,11,1225545,134,200401,1,430,2,2004
10110,11,1225545,134,200401,1,440,4,2004
10110,11,1225545,134,200401,1,460,2,2004
10110,11,1225545,134,200401,1,480,1,2004
10110,11,1225545,134,200401,1,520,1,2004
10110,11,1225545,134,200401,2,270,1,2004
10110,11,1225545,134,200401,2,350,1,2004
30060,11,1225545,134,200401,2,430,1,2004
30060,11,1225545,134,200401,2,450,1,2004
10110,11,1225545,134,200401,2,570,1,2004
10130,11,1225545,134,200401,1,160,1,2004
10130,11,1225545,134,200401,1,320,1,2004
10130,11,1225545,134,200401,2,360,2,2004
10110,11,1225545,134,200401,1,470,1,2004
10110,11,1225545,134,200401,2,360,3,2004
10130,11,1225545,134,200401,2,180,1,2004
21740,11,1225545,134,200401,2,580,1,2004
30060,11,1225545,134,200401,2,420,1,2004
10110,11,1225545,134,200401,2,450,4,2004
10110,11,1225545,134,200401,2,460,6,2004
10110,11,1225545,134,200401,2,470,7,2004
10110,11,1225545,134,200401,2,480,5,2004
10110,11,1225545,134,200401,2,500,2,2004
10110,11,1225545,134,200401,2,520,2,2004
10110,11,1225545,134,200401,2,540,1,2004
10110,11,1225545,134,200401,2,550,3,2004
10110,11,1225545,134,200401,2,750,1,2004
10112,11,1225545,134,200401,1,440,4,2004
10112,11,1225545,134,200401,1,500,1,2004
10112,11,1225545,134,200401,2,350,1,2004
10112,11,1225545,134,200401,2,400,1,2004
10112,11,1225545,134,200401,2,490,1,2004
10112,11,1225545,134,200401,2,680,1,2004
10130,11,1225545,134,200401,1,220,1,2004
10130,11,1225545,134,200401,1,240,2,2004
10110,11,1225545,134,200401,1,400,4,2004
10110,11,1225545,134,200401,2,510,3,2004
21720,11,1225545,134,200401,1,530,1,2004
21720,11,1225545,134,200401,2,560,1,2004
21740,11,1225545,134,200401,1,420,1,2004
21740,11,1225545,134,200401,1,570,1,2004
21740,11,1225545,134,200401,1,610,1,2004
21740,11,1225545,134,200401,2,540,1,2004
21740,11,1225545,134,200401,2,570,3,2004
21740,11,1225413,134,200401,2,640,1,2004
21740,11,1225413,134,200401,2,710,1,2004
30060,11,1225413,134,200401,1,330,3,2004
30060,11,1225413,134,200401,1,370,5,2004
21720,11,1225413,134,200401,1,580,1,2004
21740,11,1225413,134,200401,2,460,1,2004
21740,11,1225413,134,200401,2,550,1,2004
21740,11,1225413,134,200401,2,620,1,2004
30060,11,1225413,134,200401,1,390,3,2004
30060,11,1225413,134,200401,2,420,2,2004
10110,11,1225413,134,200401,1,370,2,2004
10115,11,1225413,134,200401,2,830,1,2004
10112,12,1225412,134,200401,1,500,2,2004
10110,11,1225545,134,200401,1,350,1,2004
10110,11,1225413,134,200401,2,590,1,2004
10112,11,1225413,134,200401,1,500,1,2004
10110,11,1225413,134,200401,1,440,2,2004
10112,11,1225413,134,200401,2,650,1,2004
10112,11,1225413,134,200401,2,660,1,2004
10112,11,1225413,134,200401,2,720,1,2004
10115,11,1225413,134,200401,1,600,1,2004
10115,11,1225413,134,200401,2,750,1,2004
10130,11,1225413,134,200401,1,340,1,2004
10130,11,1225413,134,200401,1,360,1,2004
10130,11,1225413,134,200401,1,380,2,2004
10130,11,1225413,134,200401,2,310,1,2004
10130,11,1225413,134,200401,2,360,1,2004
10130,11,1225413,134,200401,2,370,1,2004
10110,11,1225413,134,200401,2,520,2,2004
10110,11,1225413,134,200401,2,490,1,2004
10110,11,1225413,134,200401,2,500,3,2004
10110,11,1225413,134,200401,2,510,2,2004
21740,11,1225413,134,200401,2,630,1,2004
21740,11,1225413,134,200401,2,650,1,2004
21740,11,1225413,134,200401,2,660,2,2004
21740,11,1225413,134,200401,2,690,1,2004
30060,11,1225413,134,200401,1,310,1,2004
30060,11,1225413,134,200401,1,320,1,2004
30060,11,1225413,134,200401,1,340,5,2004
30060,11,1225413,134,200401,1,350,6,2004
30060,11,1225413,134,200401,1,360,7,2004
30060,11,1225413,134,200401,1,380,3,2004
30060,11,1225413,134,200401,1,410,3,2004
30060,11,1225413,134,200401,1,420,1,2004
30060,11,1225413,134,200401,2,340,2,2004
30060,11,1225413,134,200401,2,350,6,2004
30060,11,1225413,134,200401,2,370,6,2004
30060,11,1225413,134,200401,2,380,3,2004
30060,11,1225413,134,200401,2,390,4,2004
10110,11,1225413,134,200401,1,430,5,2004
10110,11,1225413,134,200401,2,440,3,2004
10110,11,1225413,134,200401,2,670,2,2004
10112,11,1225413,134,200401,1,430,1,2004
10110,11,1225413,134,200401,2,620,1,2004
10112,11,1225413,134,200401,1,340,1,2004
10110,11,1225413,134,200401,2,530,1,2004
10110,11,1225413,134,200401,2,550,3,2004
10110,11,1225413,134,200401,2,560,1,2004
10110,11,1225413,134,200401,2,580,1,2004
10110,11,1225413,134,200401,2,650,5,2004
10110,11,1225413,134,200401,2,660,2,2004
10110,11,1225413,134,200401,2,690,2,2004
10112,11,1225413,134,200401,1,420,1,2004
10112,11,1225413,134,200401,1,450,1,2004
10112,11,1225413,134,200401,2,390,1,2004
10112,11,1225413,134,200401,2,470,1,2004
30060,11,1225413,134,200401,2,400,3,2004
30060,11,1225413,134,200401,2,410,4,2004
30060,11,1225413,134,200401,2,440,1,2004
10110,11,1225413,134,200401,2,350,1,2004
10110,11,1225413,134,200401,2,410,2,2004
10110,11,1225413,134,200401,1,320,1,2004
10110,11,1225413,134,200401,1,340,2,2004
10110,11,1225413,134,200401,1,350,4,2004
10110,11,1225413,134,200401,1,380,11,2004
10110,11,1225413,134,200401,1,390,2,2004
10110,11,1225413,134,200401,1,410,5,2004
10110,11,1225413,134,200401,1,420,8,2004
10110,11,1225413,134,200401,1,450,5,2004
10110,11,1225413,134,200401,1,460,2,2004
10110,11,1225413,134,200401,1,470,2,2004
10110,11,1225413,134,200401,1,490,2,2004
10110,11,1225413,134,200401,1,500,1,2004
10110,11,1225413,134,200401,2,370,1,2004
10110,11,1225413,134,200401,2,390,1,2004
10110,11,1225413,134,200401,2,400,1,2004
10110,11,1225413,134,200401,2,430,2,2004
10110,11,1225413,134,200401,2,450,2,2004
10110,11,1225413,134,200401,2,460,2,2004
21740,11,1225413,134,200401,1,580,1,2004
21740,11,1225413,134,200401,2,500,2,2004
21740,11,1225413,134,200401,2,540,1,2004
21740,11,1225413,134,200401,2,570,1,2004
21740,11,1225413,134,200401,2,600,1,2004
21740,11,1225413,134,200401,2,610,4,2004
10130,11,1225413,134,200401,1,310,1,2004
10261,11,1225413,134,200401,1,260,1,2004
10112,11,1225413,134,200401,2,540,1,2004
21740,11,1225413,134,200401,2,530,1,2004
30060,11,1225413,134,200401,2,360,1,2004
21720,11,1225413,134,200401,1,630,1,2004
10110,11,1225413,134,200401,1,360,4,2004
10110,11,1225413,134,200401,2,360,1,2004
10110,11,1225413,134,200401,2,470,2,2004
10110,11,1225413,134,200401,2,480,1,2004
10110,11,1225413,134,200401,1,400,6,2004
10110,11,1225413,134,200401,1,480,1,2004
21740,11,1225413,134,200401,1,430,1,2004
10115,12,1225562,134,200401,2,750,1,2004
10115,12,1225562,134,200401,2,780,1,2004
10130,12,1225562,134,200401,2,420,4,2004
10130,12,1225562,134,200401,2,440,3,2004
10130,12,1225562,134,200401,2,450,1,2004
10130,12,1225562,134,200401,2,460,1,2004
10130,12,1225562,134,200401,2,400,5,2004
10130,12,1225562,134,200401,2,410,7,2004
10110,12,1225562,134,200401,2,660,1,2004
30060,12,1225562,134,200401,2,360,1,2004
30060,12,1225562,134,200401,2,370,1,2004
30060,12,1225562,134,200401,2,390,1,2004
10130,12,1225562,134,200401,2,430,4,2004
10115,12,1225562,134,200401,2,850,2,2004
10115,12,1225562,134,200401,2,870,2,2004
10115,12,1225562,134,200401,2,880,1,2004
10115,12,1225562,134,200401,2,890,1,2004
10130,12,1225562,134,200401,1,360,5,2004
10110,12,1225562,134,200401,2,700,1,2004
10110,12,1225562,134,200401,2,770,1,2004
10112,12,1225562,134,200401,1,440,1,2004
10112,12,1225562,134,200401,1,480,1,2004
10112,12,1225562,134,200401,1,490,1,2004
10112,12,1225562,134,200401,1,500,2,2004
10112,12,1225562,134,200401,1,520,1,2004
10112,12,1225562,134,200401,2,530,1,2004
10112,12,1225562,134,200401,2,540,1,2004
10112,12,1225562,134,200401,2,590,1,2004
10115,12,1225562,134,200401,1,630,2,2004
10130,12,1225562,134,200401,1,380,3,2004
10130,12,1225562,134,200401,1,390,5,2004
10130,12,1225562,134,200401,1,400,4,2004
10130,12,1225562,134,200401,1,410,1,2004
21740,12,1225562,134,200401,1,430,1,2004
21740,12,1225562,134,200401,1,450,1,2004
21740,12,1225562,134,200401,1,550,1,2004
21740,12,1225562,134,200401,1,600,1,2004
10110,12,1225562,134,200401,2,620,1,2004
30060,12,1225562,134,200401,1,400,1,2004
21740,11,1225545,134,200401,2,600,1,2004
21740,11,1225545,134,200401,2,620,1,2004
21740,11,1225545,134,200401,2,630,2,2004
21740,11,1225545,134,200401,2,650,2,2004
30060,11,1225545,134,200401,2,370,3,2004
30060,11,1225545,134,200401,2,390,1,2004
10110,11,1225545,134,200401,1,450,4,2004
10110,11,1225545,134,200401,2,390,4,2004
10130,12,1225414,134,200401,2,460,2,2004
10110,11,1225413,134,200401,2,570,2,2004
10110,11,1225413,134,200401,2,640,2,2004
10130,12,1225414,134,200401,1,420,1,2004
10130,12,1225414,134,200401,2,320,1,2004
10130,12,1225414,134,200401,2,380,10,2004
10110,12,1225414,134,200401,2,500,2,2004
10110,12,1225414,134,200401,2,660,1,2004
10112,12,1225414,134,200401,1,490,1,2004
10115,12,1225414,134,200401,1,690,2,2004
10130,12,1225414,134,200401,1,430,2,2004
10130,12,1225414,134,200401,1,360,4,2004
10130,12,1225414,134,200401,1,400,6,2004
10130,12,1225414,134,200401,1,410,1,2004
10130,12,1225414,134,200401,2,310,1,2004
10130,12,1225414,134,200401,2,350,1,2004
10130,12,1225414,134,200401,2,360,2,2004
10130,12,1225414,134,200401,2,370,3,2004
10130,12,1225414,134,200401,2,400,9,2004
10130,12,1225414,134,200401,2,410,7,2004
10130,12,1225414,134,200401,2,440,2,2004
10130,12,1225414,134,200401,2,470,2,2004
21740,12,1225414,134,200401,1,380,1,2004
21740,12,1225414,134,200401,1,400,1,2004
21740,12,1225414,134,200401,1,450,1,2004
21740,12,1225414,134,200401,1,460,1,2004
21740,12,1225414,134,200401,1,470,1,2004
21740,12,1225414,134,200401,1,570,1,2004
21740,12,1225414,134,200401,2,430,1,2004
21740,12,1225414,134,200401,2,550,1,2004
21740,12,1225414,134,200401,2,560,1,2004
21740,12,1225414,134,200401,2,570,1,2004
10112,12,1225414,134,200401,1,500,5,2004
10110,12,1225414,134,200401,1,400,2,2004
10110,12,1225414,134,200401,1,410,1,2004
10110,12,1225414,134,200401,1,420,3,2004
10110,12,1225414,134,200401,1,430,4,2004
10110,12,1225414,134,200401,1,450,1,2004
10110,12,1225414,134,200401,1,470,3,2004
10110,12,1225414,134,200401,1,510,2,2004
10110,12,1225414,134,200401,2,510,1,2004
10110,12,1225414,134,200401,2,520,2,2004
10110,12,1225414,134,200401,2,540,1,2004
10110,12,1225414,134,200401,2,560,2,2004
10110,12,1225414,134,200401,2,580,1,2004
10110,12,1225414,134,200401,2,620,1,2004
10110,12,1225414,134,200401,2,630,1,2004
10110,12,1225414,134,200401,2,640,4,2004
10110,12,1225414,134,200401,2,650,3,2004
10110,12,1225414,134,200401,2,750,1,2004
10112,12,1225414,134,200401,1,350,1,2004
10112,12,1225414,134,200401,1,420,1,2004
10112,12,1225414,134,200401,1,450,1,2004
10112,12,1225414,134,200401,1,460,3,2004
10112,12,1225414,134,200401,1,470,2,2004
10112,12,1225414,134,200401,1,480,2,2004
10112,12,1225414,134,200401,1,510,2,2004
10112,12,1225414,134,200401,1,530,1,2004
10112,12,1225414,134,200401,1,540,1,2004
10112,12,1225414,134,200401,1,610,1,2004
21740,12,1225414,134,200401,1,500,1,2004
10110,12,1225414,134,200401,2,470,1,2004
10110,12,1225414,134,200401,2,720,1,2004
10112,12,1225414,134,200401,1,410,3,2004
10130,12,1225414,134,200401,1,390,6,2004
10112,12,1225414,134,200401,2,440,1,2004
10112,12,1225414,134,200401,2,500,1,2004
10112,12,1225414,134,200401,2,530,1,2004
10112,12,1225414,134,200401,2,610,1,2004
10112,12,1225414,134,200401,2,670,1,2004
10112,12,1225414,134,200401,2,680,1,2004
10112,12,1225414,134,200401,2,770,2,2004
10112,12,1225414,134,200401,2,780,1,2004
10115,12,1225414,134,200401,1,640,1,2004
10115,12,1225414,134,200401,1,670,1,2004
10115,12,1225414,134,200401,1,680,1,2004
10115,12,1225414,134,200401,1,730,1,2004
10115,12,1225414,134,200401,2,640,1,2004
10115,12,1225414,134,200401,2,840,1,2004
10115,12,1225414,134,200401,2,860,1,2004
10112,12,1225414,134,200401,2,560,2,2004
10115,12,1225414,134,200401,1,700,1,2004
10130,12,1225414,134,200401,1,440,1,2004
10130,12,1225414,134,200401,2,450,4,2004
21740,12,1225414,134,200401,2,530,1,2004
10130,12,1225414,134,200401,1,300,1,2004
10130,12,1225414,134,200401,1,330,1,2004
10130,12,1225414,134,200401,1,350,2,2004
10112,12,1225414,134,200401,2,410,1,2004
10130,12,1225414,134,200401,2,390,4,2004
10130,12,1225414,134,200401,1,370,2,2004
10130,12,1225414,134,200401,2,430,2,2004
10112,12,1225414,134,200401,1,520,1,2004
10112,12,1225414,134,200401,2,580,1,2004
10115,12,1225414,134,200401,1,720,2,2004
10115,12,1225414,134,200401,1,600,2,2004
10115,12,1225414,134,200401,1,740,1,2004
30060,12,1225414,134,200401,1,340,5,2004
30060,12,1225414,134,200401,1,380,1,2004
30060,12,1225414,134,200401,2,380,2,2004
10130,12,1225414,134,200401,2,420,3,2004
30060,12,1225414,134,200401,1,360,1,2004
30060,12,1225414,134,200401,1,370,3,2004
30060,12,1225414,134,200401,2,340,1,2004
30060,12,1225414,134,200401,2,360,3,2004
30060,12,1225414,134,200401,2,370,2,2004
30060,12,1225414,134,200401,2,390,2,2004
30060,12,1225414,134,200401,1,350,3,2004
10130,12,1225414,134,200401,1,340,3,2004
10130,12,1225414,134,200401,1,380,5,2004
10112,13,1225415,134,200401,1,470,2,2004
10110,13,1225415,134,200401,2,500,1,2004
10112,13,1225415,134,200401,2,440,1,2004
10115,13,1225415,134,200401,1,680,1,2004
10115,13,1225415,134,200401,2,880,1,2004
10115,13,1225415,134,200401,1,670,1,2004
10115,13,1225415,134,200401,2,800,1,2004
10115,13,1225415,134,200401,2,910,2,2004
10110,13,1225415,134,200401,1,350,1,2004
10110,13,1225415,134,200401,1,450,1,2004
10110,13,1225415,134,200401,2,570,1,2004
10112,13,1225415,134,200401,1,400,1,2004
10112,13,1225415,134,200401,1,500,1,2004
10112,13,1225415,134,200401,1,510,1,2004
10112,13,1225415,134,200401,1,560,1,2004
10112,13,1225415,134,200401,2,560,2,2004
10115,13,1225415,134,200401,1,660,2,2004
10115,13,1225415,134,200401,1,710,2,2004
10115,13,1225415,134,200401,1,720,1,2004
10115,13,1225415,134,200401,2,780,1,2004
10115,13,1225415,134,200401,2,790,1,2004
10115,13,1225415,134,200401,2,810,4,2004
10115,13,1225415,134,200401,2,820,2,2004
10115,13,1225415,134,200401,2,830,3,2004
10115,13,1225415,134,200401,2,840,1,2004
10115,13,1225415,134,200401,2,850,3,2004
10115,13,1225415,134,200401,2,860,5,2004
10115,13,1225415,134,200401,2,870,5,2004
10115,13,1225415,134,200401,2,900,2,2004
10115,13,1225415,134,200401,2,920,3,2004
10115,13,1225415,134,200401,2,930,1,2004
10115,13,1225415,134,200401,2,950,1,2004
10115,13,1225415,134,200401,2,960,1,2004
10110,13,1225415,134,200401,2,660,1,2004
10115,13,1225415,134,200401,2,770,1,2004
10110,13,1225415,134,200401,1,400,1,2004
21740,14,1225416,134,200401,1,590,1,2004
30060,11,1225563,134,200401,1,360,1,2004
30060,11,1225563,134,200401,2,330,1,2004
21740,11,1225563,134,200401,2,630,1,2004
30060,11,1225563,134,200401,2,410,1,2004
10130,11,1225563,134,200401,1,400,6,2004
10130,11,1225563,134,200401,2,320,1,2004
10130,11,1225563,134,200401,2,360,3,2004
10130,11,1225563,134,200401,2,400,10,2004
10130,11,1225563,134,200401,2,380,4,2004
10130,11,1225563,134,200401,2,440,6,2004
21740,11,1225563,134,200401,1,460,1,2004
21740,11,1225563,134,200401,1,540,1,2004
10112,11,1225563,134,200401,1,490,5,2004
30060,11,1225563,134,200401,1,340,4,2004
30060,11,1225563,134,200401,1,350,3,2004
30060,11,1225563,134,200401,1,370,1,2004
10110,11,1225563,134,200401,2,460,1,2004
10110,11,1225563,134,200401,1,460,1,2004
10110,11,1225563,134,200401,2,630,1,2004
10112,11,1225563,134,200401,1,390,1,2004
10112,11,1225563,134,200401,2,420,1,2004
10112,11,1225563,134,200401,2,440,1,2004
10112,11,1225563,134,200401,2,460,2,2004
10112,11,1225563,134,200401,2,500,2,2004
10112,11,1225563,134,200401,2,510,1,2004
10112,11,1225563,134,200401,2,530,2,2004
10112,11,1225563,134,200401,2,550,1,2004
10112,11,1225563,134,200401,2,560,2,2004
10112,11,1225563,134,200401,2,620,1,2004
10112,11,1225563,134,200401,2,750,2,2004
10112,11,1225563,134,200401,2,780,1,2004
10115,11,1225563,134,200401,1,650,3,2004
10115,11,1225563,134,200401,1,660,4,2004
10115,11,1225563,134,200401,1,670,1,2004
10115,11,1225563,134,200401,1,690,1,2004
10115,11,1225563,134,200401,1,710,1,2004
10115,11,1225563,134,200401,1,720,1,2004
10130,11,1225563,134,200401,1,300,1,2004
10130,11,1225563,134,200401,1,310,2,2004
10130,11,1225563,134,200401,1,320,1,2004
10130,11,1225563,134,200401,1,330,1,2004
10130,11,1225563,134,200401,1,350,3,2004
10130,11,1225563,134,200401,1,360,2,2004
10130,11,1225563,134,200401,1,370,2,2004
10130,11,1225563,134,200401,1,380,5,2004
10130,11,1225563,134,200401,1,390,5,2004
10130,11,1225563,134,200401,1,420,2,2004
10130,11,1225563,134,200401,2,280,1,2004
10130,11,1225563,134,200401,2,300,2,2004
10130,11,1225563,134,200401,2,330,5,2004
10130,11,1225563,134,200401,2,340,2,2004
10130,11,1225563,134,200401,2,350,3,2004
10130,11,1225563,134,200401,2,370,3,2004
10130,11,1225563,134,200401,2,390,2,2004
10130,11,1225563,134,200401,2,410,12,2004
10130,11,1225563,134,200401,2,420,12,2004
10130,11,1225563,134,200401,2,430,5,2004
10112,11,1225563,134,200401,1,530,1,2004
10112,11,1225563,134,200401,2,470,1,2004
21740,11,1225563,134,200401,1,480,1,2004
10110,11,1225563,134,200401,1,420,1,2004
10110,11,1225563,134,200401,1,400,2,2004
10110,11,1225563,134,200401,1,410,1,2004
10110,11,1225563,134,200401,1,430,3,2004
10110,11,1225563,134,200401,1,440,3,2004
10110,11,1225563,134,200401,1,480,1,2004
10110,11,1225563,134,200401,2,430,1,2004
10110,11,1225563,134,200401,2,530,1,2004
10110,11,1225563,134,200401,2,550,5,2004
10110,11,1225563,134,200401,2,560,3,2004
10110,11,1225563,134,200401,2,580,1,2004
10110,11,1225563,134,200401,2,600,4,2004
10110,11,1225563,134,200401,2,640,1,2004
10110,11,1225563,134,200401,2,650,2,2004
10110,11,1225563,134,200401,2,660,2,2004
10110,11,1225563,134,200401,2,680,1,2004
30060,11,1225563,134,200401,2,380,2,2004
10112,11,1225563,134,200401,2,430,1,2004
10112,11,1225563,134,200401,2,710,1,2004
10115,11,1225563,134,200401,2,450,1,2004
10130,11,1225563,134,200401,1,340,2,2004
10130,11,1225563,134,200401,2,310,5,2004
10112,11,1225563,134,200401,1,500,8,2004
10112,11,1225563,134,200401,1,510,3,2004
10112,11,1225563,134,200401,1,540,1,2004
10130,11,1225563,134,200401,2,460,1,2004
21740,11,1225563,134,200401,1,590,1,2004
21740,11,1225563,134,200401,2,480,1,2004
21740,11,1225563,134,200401,2,510,1,2004
21740,11,1225563,134,200401,2,530,3,2004
21740,11,1225563,134,200401,2,570,1,2004
21740,11,1225563,134,200401,2,580,3,2004
21740,11,1225563,134,200401,2,590,3,2004
21740,11,1225563,134,200401,2,610,1,2004
21740,11,1225563,134,200401,2,620,2,2004
21740,11,1225563,134,200401,2,650,2,2004
10110,11,1225563,134,200401,2,700,1,2004
10110,11,1225563,134,200401,2,740,1,2004
