year,survey,species_code,catchjoin,hauljoin,stratum,numcpue
2012,EBS_SLOPE,10110,-232560,-8784,61,24859.34267681537
2012,EBS_SLOPE,10110,-230964,-8739,21,3207.283161697678
2012,EBS_SLOPE,10110,-245393,-9355,12,9393.885235356476
2012,EBS_SLOPE,10110,-244872,-9343,11,4335.77618396297
2012,EBS_SLOPE,10130,NA,-8812,45,0
2012,EBS_SLOPE,10261,NA,-8751,54,0
2012,EBS_SLOPE,10261,NA,-8823,31,0
2012,EBS_SLOPE,10261,NA,-9290,23,0
2016,EBS_SLOPE,10110,NA,-15853,54,0
2016,EBS_SLOPE,10110,-458485,-16274,21,345.06238727962017
2016,EBS_SLOPE,21720,NA,-15879,32,0
2016,EBS_SLOPE,21720,NA,-16294,24,0
2016,EBS_SLOPE,30060,NA,-15842,62,0
2016,EBS_SLOPE,10115,-446785,-15856,52,171.8481080726238
2016,EBS_SLOPE,10112,-445695,-15830,62,27.692527102330118
2016,EBS_SLOPE,10130,-453744,-15895,21,608.7948671106781
2002,EBS_SLOPE,10112,NA,1130018,64,0
2002,EBS_SLOPE,10112,1130475,1129939,11,177.23143234898996
2002,EBS_SLOPE,10130,1130760,1129932,11,4413.516911699141
2002,EBS_SLOPE,21740,1134361,1129997,42,26.94826525932046
2002,EBS_SLOPE,30060,NA,1129921,13,0
2002,EBS_SLOPE,10261,NA,1129972,12,0
2002,EBS_SLOPE,10261,NA,1129964,25,0
2004,EBS_SLOPE,10130,NA,1225482,21,0
2004,EBS_SLOPE,21740,1235375,1225537,12,100.88995025116553
2004,EBS_SLOPE,21740,NA,1225434,63,0
2004,EBS_SLOPE,21740,1228170,1225515,51,8100.584963491676
2004,EBS_SLOPE,21740,NA,1225622,25,0
2004,EBS_SLOPE,10115,1232334,1225475,34,40.877833487906045
2004,EBS_SLOPE,10115,NA,1225477,35,0
2004,EBS_SLOPE,10115,1234595,1225471,33,122.7171691996104
2004,EBS_SLOPE,10115,1235396,1225470,14,564.6006211588747
2004,EBS_SLOPE,30060,1226248,1225413,11,1553.6938850159986
2004,EBS_SLOPE,10112,1231441,1225540,12,303.1324265076272
2004,EBS_SLOPE,10112,1234499,1225463,12,26.453196425697005
2004,EBS_SLOPE,21720,NA,1225542,34,0
2004,EBS_SLOPE,10261,NA,1225590,34,0
2008,EBS_SLOPE,10112,NA,-4566,64,0
2008,EBS_SLOPE,10112,NA,-4540,55,0
2008,EBS_SLOPE,10115,-111254,-4564,61,2271.821287178444
2008,EBS_SLOPE,10115,-107980,-4487,13,293.5054784894028
2008,EBS_SLOPE,10115,-109723,-4524,12,195.8996729210086
2008,EBS_SLOPE,10261,NA,-4569,61,0
2008,EBS_SLOPE,10261,NA,-4628,35,0
2010,EBS_SLOPE,10130,NA,-6491,63,0
2010,EBS_SLOPE,10130,NA,-6508,54,0
2010,EBS_SLOPE,10112,NA,-6455,31,0
2010,EBS_SLOPE,10115,-199265,-7300,12,152.75826432393876
2010,EBS_SLOPE,10110,-195508,-7218,31,1860.7247522910172
2010,EBS_SLOPE,30060,NA,-7286,13,0
2010,EBS_SLOPE,21720,-182335,-6537,41,1123.502090837391
2010,EBS_SLOPE,21720,NA,-7330,12,0
2010,EBS_SLOPE,10261,NA,-6468,62,0
2010,EBS_SLOPE,10261,NA,-6496,61,0
2010,EBS_SLOPE,10261,NA,-6530,41,0
2010,EBS_SLOPE,10261,NA,-7230,22,0
2010,EBS_SLOPE,10261,NA,-7240,22,0
2012,EBS_SLOPE,10115,NA,-9339,11,0
2012,EBS_SLOPE,10110,NA,-9357,14,0
2012,EBS_SLOPE,10110,NA,-9282,12,0
2012,EBS_SLOPE,21740,NA,-8767,62,0
2012,EBS_SLOPE,21740,-231400,-8752,51,1386.1812546708932
2012,EBS_SLOPE,21740,NA,-9286,25,0
2012,EBS_SLOPE,21740,NA,-9359,13,0
2012,EBS_SLOPE,30060,-243125,-9300,41,2944.039909515071
2012,EBS_SLOPE,30060,NA,-9317,24,0
2016,EBS_SLOPE,21720,NA,-15830,62,0
2016,EBS_SLOPE,21720,NA,-15541,34,0
2016,EBS_SLOPE,21720,NA,-15547,31,0
2016,EBS_SLOPE,21720,NA,-16289,12,0
2016,EBS_SLOPE,21720,NA,-16263,12,0
2016,EBS_SLOPE,30060,NA,-15875,42,0
2016,EBS_SLOPE,30060,NA,-16276,22,0
2016,EBS_SLOPE,10112,-460462,-16313,13,134.02627897927374
2016,EBS_SLOPE,10112,-458358,-16293,13,166.0502722417935
2016,EBS_SLOPE,10130,-461102,-16267,11,4422.285314516386
2016,EBS_SLOPE,21740,NA,-15824,62,0
2016,EBS_SLOPE,10261,NA,-15851,61,0
2016,EBS_SLOPE,10261,NA,-16263,12,0
2016,EBS_SLOPE,10261,NA,-16317,12,0
2002,EBS_SLOPE,10112,NA,1130046,44,0
2002,EBS_SLOPE,10115,NA,1130002,54,0
2002,EBS_SLOPE,10130,1133027,1130016,62,252.84830809645007
2002,EBS_SLOPE,10130,1130960,1129930,11,3082.0532711411242
2002,EBS_SLOPE,10130,1134525,1129994,32,6811.131031601221
2002,EBS_SLOPE,21720,NA,1130034,64,0
2002,EBS_SLOPE,21720,NA,1130004,55,0
2002,EBS_SLOPE,21720,NA,1129906,45,0
2002,EBS_SLOPE,21740,1132947,1130023,61,1119.300715418085
2002,EBS_SLOPE,21740,NA,1130002,54,0
2002,EBS_SLOPE,30060,NA,1129974,12,0
2002,EBS_SLOPE,30060,NA,1130006,53,0
2002,EBS_SLOPE,10261,NA,1130007,65,0
2004,EBS_SLOPE,10130,NA,1225396,12,0
2004,EBS_SLOPE,10130,NA,1225415,13,0
2004,EBS_SLOPE,21740,1231596,1225421,11,1138.9353739273108
2004,EBS_SLOPE,21740,1228953,1225600,11,4623.419673240069
2004,EBS_SLOPE,21740,1230264,1225533,11,23239.516536587173
2004,EBS_SLOPE,10115,1230419,1225462,12,136.57428854629015
2004,EBS_SLOPE,10115,1229711,1225438,62,704.2629919229838
2004,EBS_SLOPE,30060,1233815,1225604,12,21.6297965155263
2004,EBS_SLOPE,30060,NA,1225504,52,0
2004,EBS_SLOPE,10112,1234703,1225616,21,583.0040627778775
2004,EBS_SLOPE,10261,NA,1225438,62,0
2004,EBS_SLOPE,10261,NA,1225443,61,0
2004,EBS_SLOPE,10261,NA,1225593,55,0
2004,EBS_SLOPE,10261,NA,1225565,41,0
2008,EBS_SLOPE,10112,-111621,-4573,62,360.16622103300136
2008,EBS_SLOPE,10112,-113565,-4621,31,55.60866182760091
2008,EBS_SLOPE,10112,-109381,-4517,21,2401.142070482979
2008,EBS_SLOPE,21740,NA,-4603,34,0
2008,EBS_SLOPE,21740,-114514,-4648,11,47.68832854149086
2008,EBS_SLOPE,10110,NA,-4528,44,0
2008,EBS_SLOPE,10110,NA,-4626,33,0
2008,EBS_SLOPE,30060,NA,-4584,54,0
2008,EBS_SLOPE,10130,NA,-4531,43,0
2008,EBS_SLOPE,10130,NA,-4637,25,0
2008,EBS_SLOPE,10115,NA,-4627,31,0
2008,EBS_SLOPE,10115,NA,-4476,11,0
2008,EBS_SLOPE,10115,NA,-4498,11,0
2008,EBS_SLOPE,21720,NA,-4574,61,0
2008,EBS_SLOPE,21720,NA,-4605,31,0
2008,EBS_SLOPE,21720,NA,-4471,12,0
2008,EBS_SLOPE,10261,NA,-4665,12,0
2010,EBS_SLOPE,10130,-199898,-7317,12,540.7652260560875
2010,EBS_SLOPE,21740,-181125,-6505,51,136.16444263835928
2010,EBS_SLOPE,10115,NA,-6460,31,0
2010,EBS_SLOPE,10115,NA,-7218,31,0
2010,EBS_SLOPE,10115,-200363,-7327,12,416.14028635980424
2010,EBS_SLOPE,10110,-181002,-6501,62,311.42020284905885
2010,EBS_SLOPE,30060,NA,-7287,14,0
2010,EBS_SLOPE,21720,-179938,-6477,61,77.69330443763954
2010,EBS_SLOPE,10261,NA,-7232,22,0
2010,EBS_SLOPE,10261,NA,-7278,12,0
2012,EBS_SLOPE,10112,-242905,-9294,33,618.5603677547573
2012,EBS_SLOPE,21720,NA,-9368,14,0
2012,EBS_SLOPE,21720,NA,-9355,12,0
2012,EBS_SLOPE,21720,NA,-9344,11,0
2012,EBS_SLOPE,10115,NA,-8811,45,0
2012,EBS_SLOPE,10115,NA,-9337,11,0
2012,EBS_SLOPE,10110,-232172,-8772,61,1360.5496620634735
2012,EBS_SLOPE,10110,-244806,-9341,11,7553.3982677095655
2012,EBS_SLOPE,21740,-233254,-8800,53,42.25650765007589
2012,EBS_SLOPE,21740,-231500,-8754,51,1720.287783907568
2012,EBS_SLOPE,21740,NA,-8812,45,0
2012,EBS_SLOPE,21740,NA,-9345,11,0
2012,EBS_SLOPE,21740,-230467,-8727,11,2335.15758591189
2012,EBS_SLOPE,10261,NA,-9298,42,0
2016,EBS_SLOPE,10110,-445208,-15817,52,78.77130005492722
2016,EBS_SLOPE,21720,NA,-15538,23,0
2016,EBS_SLOPE,10115,-447808,-15881,32,323.17244539395585
2016,EBS_SLOPE,10112,-453514,-15889,11,297.9593065056733
2016,EBS_SLOPE,21740,-431603,-15560,32,110.36611226181579
2016,EBS_SLOPE,21740,-459964,-16289,12,784.4360906842985
2016,EBS_SLOPE,10261,NA,-16269,11,0
2002,EBS_SLOPE,10115,1135613,1129976,13,569.6815873524887
2002,EBS_SLOPE,10110,NA,1129943,12,0
2002,EBS_SLOPE,10130,1130550,1130050,11,7621.607968617049
2002,EBS_SLOPE,10130,1132587,1130048,52,4073.1159220428885
2002,EBS_SLOPE,21720,NA,1130010,61,0
2002,EBS_SLOPE,21740,NA,1129905,45,0
2002,EBS_SLOPE,10261,NA,1129969,24,0
2004,EBS_SLOPE,10110,1229380,1225602,12,352.7021108304308
2004,EBS_SLOPE,10110,NA,1225455,24,0
2004,EBS_SLOPE,10130,NA,1225499,43,0
2004,EBS_SLOPE,21740,NA,1225424,12,0
2004,EBS_SLOPE,21740,1229124,1225478,31,2138.6057304495002
2004,EBS_SLOPE,21740,NA,1225619,23,0
2004,EBS_SLOPE,21740,1230999,1225620,21,222.95677948147585
2004,EBS_SLOPE,21740,NA,1225426,14,0
2004,EBS_SLOPE,10115,NA,1225434,63,0
2004,EBS_SLOPE,30060,1232174,1225396,12,175.32874139010644
2004,EBS_SLOPE,30060,NA,1225501,44,0
2004,EBS_SLOPE,10112,1230418,1225462,12,1420.3726008814176
2004,EBS_SLOPE,10112,NA,1225436,64,0
2004,EBS_SLOPE,10112,1233733,1225452,41,1273.23070371461
2004,EBS_SLOPE,10112,1228795,1225486,13,186.6101163370119
2004,EBS_SLOPE,21720,NA,1225412,12,0
2004,EBS_SLOPE,21720,NA,1225615,14,0
2004,EBS_SLOPE,10261,NA,1225475,34,0
2004,EBS_SLOPE,10261,1229627,1225539,11,25.978141991328496
2004,EBS_SLOPE,10261,NA,1225458,25,0
2008,EBS_SLOPE,10112,-114301,-4643,12,975.7338250164493
2008,EBS_SLOPE,10110,NA,-4566,64,0
2008,EBS_SLOPE,30060,NA,-4543,52,0
2008,EBS_SLOPE,30060,NA,-4537,43,0
2008,EBS_SLOPE,30060,-108261,-4494,12,88.77310508702739
2008,EBS_SLOPE,10130,-113828,-4630,31,5079.75108616143
2008,EBS_SLOPE,10115,-112377,-4590,41,72.25990442423308
2008,EBS_SLOPE,10261,NA,-4599,33,0
2008,EBS_SLOPE,10261,NA,-4519,22,0
2008,EBS_SLOPE,10261,NA,-4666,13,0
2010,EBS_SLOPE,10130,-179690,-6470,61,1512.5599796372276
2010,EBS_SLOPE,10130,NA,-6524,43,0
2010,EBS_SLOPE,10130,NA,-7246,21,0
2010,EBS_SLOPE,21740,NA,-6468,62,0
2010,EBS_SLOPE,21740,NA,-6542,32,0
2010,EBS_SLOPE,10112,NA,-6481,64,0
2010,EBS_SLOPE,10112,NA,-6509,55,0
2010,EBS_SLOPE,10112,-196441,-7240,22,564.3727032676474
2010,EBS_SLOPE,10110,-181176,-6506,52,45.750571407480415
2010,EBS_SLOPE,10110,NA,-7225,34,0
2010,EBS_SLOPE,10110,-195752,-7224,32,779.0249101005254
2010,EBS_SLOPE,10110,-197294,-7258,12,1777.821847727806
2010,EBS_SLOPE,30060,NA,-6491,63,0
2010,EBS_SLOPE,30060,NA,-7223,33,0
2010,EBS_SLOPE,30060,NA,-6457,32,0
2010,EBS_SLOPE,21720,-199744,-7314,11,107.13776427270547
2010,EBS_SLOPE,10261,NA,-6472,64,0
2010,EBS_SLOPE,10261,NA,-6543,31,0
2010,EBS_SLOPE,10261,NA,-7307,11,0
2010,EBS_SLOPE,10261,NA,-7298,11,0
2012,EBS_SLOPE,21720,NA,-8774,64,0
2012,EBS_SLOPE,10115,-232779,-8789,62,16348.708240573167
2012,EBS_SLOPE,10115,-244253,-9328,12,143.24974949200057
2012,EBS_SLOPE,10110,-232211,-8773,62,2308.4166274001877
2012,EBS_SLOPE,10110,-243162,-9301,41,5785.271387769523
2012,EBS_SLOPE,10110,NA,-9313,24,0
2012,EBS_SLOPE,10110,-243646,-9314,22,249.86599686588082
2012,EBS_SLOPE,10110,-230469,-8727,11,2115.3780484143003
2012,EBS_SLOPE,21740,NA,-8822,32,0
2012,EBS_SLOPE,21740,NA,-9290,23,0
2012,EBS_SLOPE,10130,-243984,-9322,12,476.1953455564157
2012,EBS_SLOPE,10261,NA,-8786,61,0
2016,EBS_SLOPE,10110,-459237,-16278,22,25.802845207493064
2016,EBS_SLOPE,10110,-460975,-16263,12,486.6011305434561
2016,EBS_SLOPE,30060,NA,-15566,35,0
2016,EBS_SLOPE,10112,-453448,-15888,11,438.26928433547664
2016,EBS_SLOPE,21740,NA,-15840,64,0
2016,EBS_SLOPE,21740,NA,-16294,24,0
2016,EBS_SLOPE,21740,NA,-16297,23,0
2016,EBS_SLOPE,21740,-453628,-15892,11,212.7979482873018
2016,EBS_SLOPE,10261,NA,-15843,61,0
2016,EBS_SLOPE,10261,NA,-15847,61,0
2016,EBS_SLOPE,10261,NA,-15863,45,0
2016,EBS_SLOPE,10261,NA,-15877,44,0
2002,EBS_SLOPE,10112,1135742,1130035,11,76.03434075793464
2002,EBS_SLOPE,10115,1133557,1130011,62,1617.5709012433147
2002,EBS_SLOPE,10110,1131800,1129909,43,25.75617555821359
2002,EBS_SLOPE,10130,1134064,1130032,51,878.1851776392978
2002,EBS_SLOPE,21720,NA,1129992,33,0
2002,EBS_SLOPE,10261,NA,1129932,11,0
2002,EBS_SLOPE,10261,NA,1130033,63,0
2002,EBS_SLOPE,10261,NA,1129907,43,0
2004,EBS_SLOPE,10110,1228533,1225582,11,1507.774919360038
2004,EBS_SLOPE,10110,NA,1225499,43,0
2004,EBS_SLOPE,10130,1234841,1225538,11,3266.5342631445337
2004,EBS_SLOPE,21740,1231886,1225433,61,614.2102453954193
2004,EBS_SLOPE,10115,1233189,1225496,41,85.9418425249232
2004,EBS_SLOPE,10115,NA,1225459,21,0
2004,EBS_SLOPE,30060,1227206,1225421,11,515.744320268971
2004,EBS_SLOPE,30060,NA,1225475,34,0
2004,EBS_SLOPE,10112,1229309,1225579,31,157.55983925745198
2004,EBS_SLOPE,21720,NA,1225602,12,0
2004,EBS_SLOPE,21720,NA,1225422,12,0
2004,EBS_SLOPE,21720,NA,1225511,53,0
2004,EBS_SLOPE,21720,1235013,1225532,11,25.53167348349583
2004,EBS_SLOPE,10261,NA,1225556,62,0
2004,EBS_SLOPE,10261,NA,1225629,31,0
2008,EBS_SLOPE,10112,NA,-4532,45,0
2008,EBS_SLOPE,10112,-109405,-4518,21,903.321464384154
2008,EBS_SLOPE,21740,-114297,-4643,12,1572.015606970946
2008,EBS_SLOPE,21740,-108307,-4495,11,1237.067830353466
2008,EBS_SLOPE,30060,NA,-4572,62,0
2008,EBS_SLOPE,30060,-114256,-4642,11,720.4474028057451
2008,EBS_SLOPE,30060,-107384,-4475,11,110.81758733622712
2008,EBS_SLOPE,10115,-112152,-4584,54,22.841663779480363
2008,EBS_SLOPE,10115,NA,-4625,31,0
2008,EBS_SLOPE,10115,-115077,-4662,15,75.44113638693739
2008,EBS_SLOPE,10115,-108597,-4501,14,41.033125467726336
2008,EBS_SLOPE,10115,NA,-4467,11,0
2008,EBS_SLOPE,21720,NA,-4656,11,0
2010,EBS_SLOPE,21740,NA,-6479,63,0
2010,EBS_SLOPE,21740,NA,-7278,12,0
2010,EBS_SLOPE,10112,NA,-6499,64,0
2010,EBS_SLOPE,10112,-179850,-6475,61,99.31017661669395
2010,EBS_SLOPE,10112,NA,-6510,53,0
2010,EBS_SLOPE,10115,-198447,-7283,12,74.09474742335516
2010,EBS_SLOPE,10110,-196496,-7241,22,562.1538362080476
2010,EBS_SLOPE,10110,-199892,-7317,12,2678.075405230147
2010,EBS_SLOPE,10110,-199168,-7298,11,4503.231719514781
2010,EBS_SLOPE,30060,-182347,-6538,41,54799.552995577586
2010,EBS_SLOPE,30060,-200348,-7326,12,161.31039098089946
2010,EBS_SLOPE,21720,NA,-7301,11,0
2010,EBS_SLOPE,10261,NA,-6478,62,0
2010,EBS_SLOPE,10261,NA,-7319,12,0
2010,EBS_SLOPE,10261,NA,-7303,11,0
2012,EBS_SLOPE,10112,-242542,-9286,25,26.231186992688844
2012,EBS_SLOPE,21720,NA,-8778,63,0
2012,EBS_SLOPE,21720,NA,-9313,24,0
2012,EBS_SLOPE,10115,NA,-8803,55,0
2012,EBS_SLOPE,10115,-230941,-8738,23,367.75182173745293
2012,EBS_SLOPE,10115,-243985,-9322,12,350.88078093630634
2012,EBS_SLOPE,10110,NA,-8814,43,0
2012,EBS_SLOPE,21740,NA,-9317,24,0
2012,EBS_SLOPE,30060,-243680,-9315,21,50461.91075442541
2012,EBS_SLOPE,30060,NA,-9354,13,0
2016,EBS_SLOPE,10110,NA,-15856,52,0
2016,EBS_SLOPE,30060,NA,-15829,63,0
2016,EBS_SLOPE,30060,NA,-16300,23,0
2016,EBS_SLOPE,30060,NA,-16280,22,0
2016,EBS_SLOPE,30060,NA,-16287,13,0
2016,EBS_SLOPE,30060,NA,-16269,11,0
2016,EBS_SLOPE,10115,-445822,-15833,61,33.82743946579708
2016,EBS_SLOPE,10115,-431196,-15547,31,81.65766363705846
2016,EBS_SLOPE,10115,-460665,-16257,12,32.06431331707886
2016,EBS_SLOPE,10115,-453430,-15887,12,225.33352177892303
2016,EBS_SLOPE,10115,-453516,-15889,11,24.82994220880611
2016,EBS_SLOPE,10112,NA,-15867,45,0
2016,EBS_SLOPE,10130,NA,-16300,23,0
2016,EBS_SLOPE,10130,-461254,-16270,11,8460.580297998265
2002,EBS_SLOPE,10115,1135222,1129980,12,251.19581769011378
2002,EBS_SLOPE,10130,1133254,1129961,61,446.8777766936854
2002,EBS_SLOPE,10130,1131884,1129912,31,834.4476686575198
2002,EBS_SLOPE,21720,NA,1130042,12,0
2002,EBS_SLOPE,21740,1135980,1129956,21,80.96982416592984
2002,EBS_SLOPE,30060,1131769,1129908,41,798.0168324094426
2002,EBS_SLOPE,30060,NA,1130039,34,0
2002,EBS_SLOPE,30060,NA,1129951,13,0
2004,EBS_SLOPE,10130,1229928,1225548,42,25.211777671854694
2004,EBS_SLOPE,10130,NA,1225549,24,0
2004,EBS_SLOPE,10130,NA,1225416,14,0
2004,EBS_SLOPE,21740,1231759,1225531,11,3520.068778991641
2004,EBS_SLOPE,21740,1232475,1225630,31,1041.3200119578248
2004,EBS_SLOPE,10115,1227373,1225423,13,84.92864960134916
2004,EBS_SLOPE,30060,NA,1225441,64,0
2004,EBS_SLOPE,30060,NA,1225440,62,0
2004,EBS_SLOPE,30060,NA,1225451,45,0
2008,EBS_SLOPE,21740,NA,-4485,15,0
2008,EBS_SLOPE,10110,NA,-4484,14,0
2008,EBS_SLOPE,10110,-107051,-4468,11,8399.192253951713
2008,EBS_SLOPE,21720,NA,-4623,33,0
2008,EBS_SLOPE,21720,NA,-4466,11,0
2008,EBS_SLOPE,10261,NA,-4556,64,0
2008,EBS_SLOPE,10261,NA,-4579,62,0
2008,EBS_SLOPE,10261,NA,-4654,12,0
2008,EBS_SLOPE,10261,NA,-4659,11,0
2010,EBS_SLOPE,10130,NA,-6455,31,0
2010,EBS_SLOPE,10130,NA,-7289,13,0
2010,EBS_SLOPE,10112,-179404,-6463,42,1315.318694763729
2010,EBS_SLOPE,10112,-182109,-6530,41,555.9508043484151
2010,EBS_SLOPE,10112,-179303,-6459,31,267.28047092253087
2010,EBS_SLOPE,10110,NA,-6515,55,0
2010,EBS_SLOPE,10110,NA,-7267,15,0
2010,EBS_SLOPE,30060,-199603,-7309,11,472.24774017028756
2012,EBS_SLOPE,10112,-231057,-8742,32,1806.344835498639
2012,EBS_SLOPE,21720,NA,-8787,62,0
2012,EBS_SLOPE,21720,NA,-8798,53,0
2012,EBS_SLOPE,10115,-233644,-8810,42,187.2229334613439
2012,EBS_SLOPE,10110,-233504,-8806,52,2230.7424921408974
2012,EBS_SLOPE,21740,NA,-9367,15,0
2012,EBS_SLOPE,10130,NA,-9289,25,0
2012,EBS_SLOPE,10130,NA,-9357,14,0
2012,EBS_SLOPE,10130,-245193,-9350,11,9761.418535539311
2012,EBS_SLOPE,10261,-231732,-8760,61,150.33581262144315
2012,EBS_SLOPE,10261,NA,-9330,12,0
2016,EBS_SLOPE,10110,-446315,-15845,61,3300.9567582082555
2016,EBS_SLOPE,10110,-445815,-15833,61,4465.222009485214
2016,EBS_SLOPE,10110,NA,-15855,55,0
2016,EBS_SLOPE,21720,NA,-16288,14,0
2016,EBS_SLOPE,30060,NA,-15838,61,0
2016,EBS_SLOPE,30060,NA,-15541,34,0
2016,EBS_SLOPE,10115,-447663,-15876,45,226.1189924885943
2016,EBS_SLOPE,10112,-447809,-15881,32,277.00495319481934
2016,EBS_SLOPE,10130,NA,-15861,44,0
2016,EBS_SLOPE,10130,-431585,-15559,31,3407.583510115077
2016,EBS_SLOPE,21740,NA,-16302,25,0
2016,EBS_SLOPE,10261,NA,-15858,51,0
2002,EBS_SLOPE,10130,NA,1129967,23,0
2002,EBS_SLOPE,21740,1133484,1130049,61,3273.993453514925
2004,EBS_SLOPE,10110,1225962,1225411,12,723.2566935923388
2004,EBS_SLOPE,10110,1229078,1225429,61,11145.568337040506
2004,EBS_SLOPE,10110,1228162,1225515,51,1687.6218673940991
2004,EBS_SLOPE,10110,1225694,1225406,11,2849.8229419357804
2004,EBS_SLOPE,10110,1225889,1225631,31,1725.3644422975842
2004,EBS_SLOPE,10130,NA,1225477,35,0
2004,EBS_SLOPE,21740,NA,1225591,12,0
2004,EBS_SLOPE,21740,NA,1225446,42,0
2004,EBS_SLOPE,21740,NA,1225419,13,0
2004,EBS_SLOPE,30060,NA,1225493,15,0
2004,EBS_SLOPE,10112,1233910,1225520,61,107.52688172043011
2004,EBS_SLOPE,10112,1229349,1225481,21,129.23431048946307
2004,EBS_SLOPE,21720,1230449,1225468,11,24.297226415721024
2004,EBS_SLOPE,21720,NA,1225501,44,0
2004,EBS_SLOPE,10261,1234734,1225526,61,26.481468691912898
2008,EBS_SLOPE,10112,-112877,-4602,34,104.02945614856738
2008,EBS_SLOPE,10112,-113796,-4629,34,47.89860784372753
2008,EBS_SLOPE,10112,-108019,-4488,13,147.23698027554516
2008,EBS_SLOPE,10112,-107432,-4476,11,90.30578668192834
2008,EBS_SLOPE,21740,NA,-4508,25,0
2008,EBS_SLOPE,21740,NA,-4521,24,0
2008,EBS_SLOPE,21740,NA,-4596,24,0
2008,EBS_SLOPE,21740,NA,-4484,14,0
2008,EBS_SLOPE,10110,NA,-4508,25,0
2008,EBS_SLOPE,10110,NA,-4501,14,0
2008,EBS_SLOPE,10110,NA,-4593,13,0
2008,EBS_SLOPE,30060,NA,-4581,64,0
2008,EBS_SLOPE,30060,-109404,-4518,21,7504.516781037587
2008,EBS_SLOPE,30060,NA,-4493,12,0
2008,EBS_SLOPE,10130,NA,-4561,62,0
2008,EBS_SLOPE,10130,NA,-4486,15,0
2008,EBS_SLOPE,10130,-108308,-4495,11,4261.011415661938
2008,EBS_SLOPE,10115,-110564,-4546,64,64.71793765505339
2008,EBS_SLOPE,10115,NA,-4605,31,0
2008,EBS_SLOPE,21720,-113754,-4627,31,110.8293889615591
2008,EBS_SLOPE,10261,NA,-4489,13,0
2008,EBS_SLOPE,10261,NA,-4495,11,0
2010,EBS_SLOPE,10130,-199103,-7297,11,2079.642664801522
2010,EBS_SLOPE,21740,NA,-7263,12,0
2010,EBS_SLOPE,10112,-181051,-6503,63,751.8763779896836
2010,EBS_SLOPE,10115,NA,-6486,61,0
2010,EBS_SLOPE,30060,NA,-7251,23,0
2010,EBS_SLOPE,21720,NA,-6480,65,0
2010,EBS_SLOPE,21720,-179299,-6459,31,80.18414127675925
2010,EBS_SLOPE,21720,NA,-7325,12,0
2010,EBS_SLOPE,21720,NA,-7316,11,0
2012,EBS_SLOPE,10112,-242622,-9287,22,666.0268710078093
2012,EBS_SLOPE,21720,NA,-9305,35,0
2012,EBS_SLOPE,21720,NA,-9314,22,0
2012,EBS_SLOPE,10110,-231629,-8758,61,4079.87325193764
2012,EBS_SLOPE,10110,NA,-9351,15,0
2012,EBS_SLOPE,21740,-232786,-8789,62,81.33685691827446
2012,EBS_SLOPE,21740,-244766,-9340,12,342.38917586661995
2012,EBS_SLOPE,10130,-231819,-8762,62,1777.1113610173963
2012,EBS_SLOPE,10130,NA,-8820,33,0
2012,EBS_SLOPE,30060,-243066,-9298,42,28.093170437893868
2012,EBS_SLOPE,30060,-230962,-8739,21,101791.80657453614
2012,EBS_SLOPE,30060,NA,-9367,15,0
2012,EBS_SLOPE,10261,NA,-8788,61,0
2016,EBS_SLOPE,10110,-445435,-15824,62,563.4406994627968
2016,EBS_SLOPE,10110,NA,-15544,35,0
2016,EBS_SLOPE,10110,-430793,-15537,22,1363.1202731799938
2016,EBS_SLOPE,10110,-453449,-15888,11,511.31416505805606
2016,EBS_SLOPE,30060,NA,-15870,43,0
2016,EBS_SLOPE,10115,-446906,-15859,54,89.0714523768346
2016,EBS_SLOPE,10115,NA,-15880,33,0
2016,EBS_SLOPE,10115,-459996,-16290,13,215.15467792528065
2016,EBS_SLOPE,10112,-431282,-15550,41,874.3387266917689
2016,EBS_SLOPE,10130,NA,-15880,33,0
2016,EBS_SLOPE,10130,NA,-16301,24,0
2016,EBS_SLOPE,10130,-453588,-15891,11,6717.925357407433
2016,EBS_SLOPE,10261,NA,-15836,63,0
2002,EBS_SLOPE,10112,NA,1129928,15,0
2002,EBS_SLOPE,10110,NA,1129906,45,0
2002,EBS_SLOPE,10130,NA,1129940,12,0
2002,EBS_SLOPE,21720,NA,1130019,64,0
2002,EBS_SLOPE,21720,1132172,1129903,42,29.874845013038428
2002,EBS_SLOPE,21720,NA,1129994,32,0
2002,EBS_SLOPE,30060,NA,1130012,61,0
2002,EBS_SLOPE,10261,NA,1129940,12,0
2002,EBS_SLOPE,10261,NA,1130013,61,0
2002,EBS_SLOPE,10261,NA,1130002,54,0
2004,EBS_SLOPE,10110,1227598,1225597,12,3806.8634782125046
2004,EBS_SLOPE,10110,1226244,1225419,13,17.666299189977217
2004,EBS_SLOPE,21740,1232180,1225574,12,67.39884503317185
2004,EBS_SLOPE,21740,1228572,1225464,12,50.536220888767886
2004,EBS_SLOPE,21740,1226522,1225500,41,1033.8113882091968
2004,EBS_SLOPE,21740,1234807,1225579,31,1365.5186068979172
2004,EBS_SLOPE,10115,1227649,1225635,43,354.9422154073317
2004,EBS_SLOPE,10115,1231185,1225596,32,107.44525798412282
2004,EBS_SLOPE,30060,1225675,1225411,12,18.545043425444586
2004,EBS_SLOPE,30060,NA,1225399,15,0
2004,EBS_SLOPE,10112,1233339,1225526,61,264.814686919129
2004,EBS_SLOPE,10112,1229884,1225547,61,283.2818876256806
